timestamp,temperature,humidity,is_holiday,is_weekend,industrial_consumption,commercial_consumption,residential_consumption,total_consumption,anomaly_label
2024-03-11 23:00:00,8.2,78.23,0,0,145.02,56.35,51.04,252.41,0
2024-03-12 00:00:00,7.42,81.86,0,0,151.24,57.23,61.62,270.1,0
2024-03-12 01:00:00,6.49,84.55,0,0,151.58,54.63,64.98,271.18,0
2024-03-12 02:00:00,6.14,85.44,0,0,147.68,59.11,64.12,270.91,0
2024-03-12 03:00:00,6.49,86.15,0,0,148.64,58.62,57.71,264.96,0
2024-03-12 04:00:00,6.53,85.17,0,0,154.62,61.02,63.82,279.47,0
2024-03-12 05:00:00,6.65,82.59,0,0,146.79,57.44,60.79,265.02,0
2024-03-12 06:00:00,7.73,79.25,0,0,150.74,56.95,67.89,275.58,0
2024-03-12 07:00:00,8.65,75.14,0,0,146.83,51.46,65.15,263.44,0
2024-03-12 08:00:00,9.12,71.99,0,0,168.89,58.52,67.63,295.03,0
2024-03-12 09:00:00,10.63,67.33,0,0,167.03,68.19,56.92,292.14,0
2024-03-12 10:00:00,11.72,63.71,0,0,158.94,73.3,39.33,271.57,0
2024-03-12 11:00:00,12.85,58.93,0,0,163.48,72.8,33.0,269.28,0
2024-03-12 12:00:00,13.95,55.71,0,0,156.23,72.66,29.72,258.6,0
2024-03-12 13:00:00,14.77,54.6,0,0,168.11,75.55,25.97,269.64,0
2024-03-12 14:00:00,15.44,52.73,0,0,172.68,73.7,26.73,273.12,0
2024-03-12 15:00:00,15.43,52.58,0,0,155.82,70.69,23.34,249.85,0
2024-03-12 16:00:00,15.38,53.34,0,0,158.83,66.77,22.5,248.09,0
2024-03-12 17:00:00,14.75,54.06,0,0,165.19,60.39,46.65,272.22,0
2024-03-12 18:00:00,14.14,57.03,0,0,164.45,50.64,50.44,265.53,0
2024-03-12 19:00:00,13.25,60.7,0,0,147.92,40.89,54.65,243.47,0
2024-03-12 20:00:00,11.7,64.91,0,0,142.63,44.65,61.62,248.9,0
2024-03-12 21:00:00,10.7,68.68,0,0,150.85,46.97,63.18,261.0,0
2024-03-12 22:00:00,9.19,73.82,0,0,153.1,51.16,72.66,276.93,0
2024-03-12 23:00:00,8.19,77.3,0,0,160.92,52.18,57.52,270.62,0
2024-03-13 00:00:00,7.4,82.19,0,0,154.77,54.43,62.83,272.02,0
2024-03-13 01:00:00,7.12,84.66,0,0,144.38,55.79,63.25,263.41,0
2024-03-13 02:00:00,6.47,85.6,0,0,149.51,55.28,63.0,267.8,0
2024-03-13 03:00:00,6.13,85.91,0,0,151.92,58.38,64.26,274.56,0
2024-03-13 04:00:00,6.23,85.12,0,0,146.81,61.93,67.99,276.73,0
2024-03-13 05:00:00,6.58,84.92,0,0,152.67,56.26,62.39,271.31,0
2024-03-13 06:00:00,7.56,81.23,0,0,152.36,53.01,72.84,278.21,0
2024-03-13 07:00:00,8.05,77.67,0,0,154.49,54.51,68.01,277.01,0
2024-03-13 08:00:00,8.89,73.12,0,0,167.71,59.11,57.12,283.95,0
2024-03-13 09:00:00,9.84,68.94,0,0,165.65,67.26,62.05,294.96,0
2024-03-13 10:00:00,11.41,63.71,0,0,161.97,70.02,43.92,275.91,0
2024-03-13 11:00:00,13.12,58.31,0,0,159.36,71.18,32.38,262.92,0
2024-03-13 12:00:00,14.08,54.52,0,0,165.39,73.23,25.58,264.19,0
2024-03-13 13:00:00,14.79,51.56,0,0,162.9,73.55,30.43,266.88,0
2024-03-13 14:00:00,15.28,49.44,0,0,163.29,70.99,24.49,258.77,0
2024-03-13 15:00:00,15.77,48.36,0,0,168.99,73.29,23.9,266.17,0
2024-03-13 16:00:00,15.27,50.02,0,0,169.97,65.63,26.27,261.87,0
2024-03-13 17:00:00,14.81,51.62,0,0,159.59,60.06,55.91,275.56,0
2024-03-13 18:00:00,14.28,53.63,0,0,163.67,46.97,51.56,262.2,0
2024-03-13 19:00:00,13.35,57.1,0,0,147.83,42.44,54.81,245.08,0
2024-03-13 20:00:00,12.15,61.58,0,0,150.81,46.61,59.86,257.28,0
2024-03-13 21:00:00,11.11,65.33,0,0,140.52,51.75,69.25,261.53,0
2024-03-13 22:00:00,8.93,71.72,0,0,143.73,50.11,75.67,269.52,0
2024-03-13 23:00:00,7.91,76.57,0,0,149.09,50.82,59.34,259.24,0
2024-03-14 00:00:00,6.82,81.26,0,0,152.69,56.66,62.51,271.86,0
2024-03-14 01:00:00,5.45,84.66,0,0,149.85,57.25,69.39,276.49,0
2024-03-14 02:00:00,5.1,84.95,0,0,152.23,63.86,68.49,284.58,0
2024-03-14 03:00:00,5.35,86.33,0,0,150.34,60.47,68.73,279.54,0
2024-03-14 04:00:00,5.46,85.16,0,0,154.64,58.2,65.69,278.53,0
2024-03-14 05:00:00,6.23,82.71,0,0,155.48,56.67,62.76,274.91,0
2024-03-14 06:00:00,7.49,79.71,0,0,146.52,54.55,72.07,273.14,0
2024-03-14 07:00:00,8.87,76.69,0,0,153.07,47.55,62.27,262.89,0
2024-03-14 08:00:00,10.52,72.71,0,0,166.53,57.95,57.39,281.88,0
2024-03-14 09:00:00,11.96,68.46,0,0,174.49,62.18,49.44,286.12,0
2024-03-14 10:00:00,13.19,63.51,0,0,161.32,69.75,29.7,260.77,0
2024-03-14 11:00:00,13.82,59.2,0,0,164.04,70.22,30.91,265.18,0
2024-03-14 12:00:00,14.72,55.69,0,0,160.39,75.85,28.52,264.77,0
2024-03-14 13:00:00,15.2,52.85,0,0,160.63,76.13,20.99,257.75,0
2024-03-14 14:00:00,16.32,51.17,0,0,166.04,73.98,26.75,266.77,0
2024-03-14 15:00:00,16.36,51.05,0,0,165.33,73.22,21.59,260.14,0
2024-03-14 16:00:00,16.17,51.9,0,0,166.66,59.86,28.98,255.5,0
2024-03-14 17:00:00,15.78,51.85,0,0,166.58,58.43,48.56,273.57,0
2024-03-14 18:00:00,14.93,54.8,0,0,163.57,48.95,43.25,255.76,0
2024-03-14 19:00:00,14.35,58.16,0,0,148.58,41.0,52.35,241.93,0
2024-03-14 20:00:00,12.87,62.75,0,0,145.68,41.69,54.6,241.97,0
2024-03-14 21:00:00,11.56,66.91,0,0,146.75,43.2,59.41,249.36,0
2024-03-14 22:00:00,9.97,70.91,0,0,149.32,52.14,71.6,273.07,0
2024-03-14 23:00:00,8.3,75.91,0,0,150.34,55.21,58.61,264.15,0
2024-03-15 00:00:00,7.22,79.48,0,0,152.38,59.87,61.25,273.5,0
2024-03-15 01:00:00,6.38,82.8,0,0,151.97,61.95,62.47,276.39,0
2024-03-15 02:00:00,5.72,84.29,0,0,155.75,54.52,67.05,277.32,0
2024-03-15 03:00:00,5.32,86.01,0,0,145.67,58.8,66.62,271.08,0
2024-03-15 04:00:00,5.04,86.29,0,0,148.62,60.35,69.06,278.03,0
2024-03-15 05:00:00,5.52,84.63,0,0,146.01,61.17,68.66,275.84,0
2024-03-15 06:00:00,5.86,81.83,0,0,154.64,61.65,73.61,289.9,0
2024-03-15 07:00:00,7.16,78.43,0,0,147.54,52.95,73.41,273.91,0
2024-03-15 08:00:00,8.4,74.22,0,0,169.1,60.72,62.27,292.09,0
2024-03-15 09:00:00,9.26,69.86,0,0,170.29,72.19,58.82,301.3,0
2024-03-15 10:00:00,10.49,65.8,0,0,166.15,69.37,47.11,282.63,0
2024-03-15 11:00:00,11.5,62.33,0,0,165.67,74.4,38.11,278.17,0
2024-03-15 12:00:00,12.67,57.5,0,0,164.65,79.32,32.4,276.37,0
2024-03-15 13:00:00,13.91,53.56,0,0,163.23,82.06,28.92,274.21,0
2024-03-15 14:00:00,13.85,51.53,0,0,162.75,71.69,28.29,262.74,0
2024-03-15 15:00:00,14.1,49.88,0,0,163.91,72.04,29.66,265.61,0
2024-03-15 16:00:00,13.92,50.51,0,0,171.77,68.09,30.31,270.17,0
2024-03-15 17:00:00,13.66,52.6,0,0,160.34,63.66,49.92,273.93,0
2024-03-15 18:00:00,12.96,55.41,0,0,165.31,54.1,50.9,270.31,0
2024-03-15 19:00:00,11.72,58.94,0,0,152.38,41.84,60.99,255.21,0
2024-03-15 20:00:00,10.44,64.08,0,0,148.41,45.76,70.59,264.76,0
2024-03-15 21:00:00,8.94,68.94,0,0,151.2,55.38,73.85,280.43,0
2024-03-15 22:00:00,8.02,73.57,0,0,143.54,54.9,77.14,275.58,0
2024-03-15 23:00:00,6.85,78.59,0,0,154.83,53.33,66.68,274.83,0
2024-03-16 00:00:00,6.61,81.66,0,1,101.71,23.87,74.21,199.79,0
2024-03-16 01:00:00,5.8,85.77,0,1,96.81,24.06,70.98,191.84,0
2024-03-16 02:00:00,5.08,87.23,0,1,93.69,17.64,78.99,190.33,0
2024-03-16 03:00:00,4.46,89.25,0,1,100.36,19.12,83.71,203.19,0
2024-03-16 04:00:00,4.11,88.09,0,1,92.62,25.41,81.66,199.7,0
2024-03-16 05:00:00,4.17,86.72,0,1,93.19,29.66,83.64,206.49,0
2024-03-16 06:00:00,5.12,83.18,0,1,96.99,24.49,93.47,214.94,0
2024-03-16 07:00:00,6.37,79.91,0,1,103.25,16.73,86.26,206.25,0
2024-03-16 08:00:00,7.15,75.34,0,1,109.47,21.81,79.31,210.59,0
2024-03-16 09:00:00,8.79,70.52,0,1,104.34,29.44,78.87,212.65,0
2024-03-16 10:00:00,9.99,65.36,0,1,100.21,31.65,55.31,187.17,0
2024-03-16 11:00:00,11.3,61.45,0,1,107.09,30.5,45.18,182.77,0
2024-03-16 12:00:00,12.89,56.84,0,1,107.92,29.91,42.19,180.02,0
2024-03-16 13:00:00,13.99,54.77,0,1,106.63,32.69,33.63,172.96,0
2024-03-16 14:00:00,14.43,52.2,0,1,114.12,32.64,34.58,181.34,0
2024-03-16 15:00:00,14.35,50.77,0,1,106.39,30.29,31.71,168.39,0
2024-03-16 16:00:00,13.55,52.34,0,1,97.82,24.6,31.71,154.12,0
2024-03-16 17:00:00,12.89,53.78,0,1,105.3,26.85,61.56,193.7,0
2024-03-16 18:00:00,12.1,56.59,0,1,108.73,21.0,72.25,201.98,0
2024-03-16 19:00:00,10.83,60.22,0,1,98.74,17.78,78.49,195.01,0
2024-03-16 20:00:00,9.66,63.68,0,1,96.5,18.61,77.46,192.57,0
2024-03-16 21:00:00,8.46,68.28,0,1,95.84,21.22,91.78,208.83,0
2024-03-16 22:00:00,7.17,73.8,0,1,89.23,23.62,97.35,210.19,0
2024-03-16 23:00:00,5.83,78.84,0,1,97.54,18.22,74.05,189.81,0
2024-03-17 00:00:00,5.12,82.46,0,1,95.85,22.01,79.42,197.27,0
2024-03-17 01:00:00,4.53,85.84,0,1,98.19,23.15,76.1,197.44,0
2024-03-17 02:00:00,3.76,87.0,0,1,99.15,27.5,84.57,211.23,0
2024-03-17 03:00:00,4.09,87.04,0,1,102.14,22.49,84.31,208.95,0
2024-03-17 04:00:00,4.28,86.62,0,1,93.39,23.67,84.87,201.93,0
2024-03-17 05:00:00,4.84,84.65,0,1,92.04,26.07,80.73,198.84,0
2024-03-17 06:00:00,5.9,81.43,0,1,94.91,23.31,89.78,207.99,0
2024-03-17 07:00:00,7.04,76.84,0,1,94.26,26.12,80.56,200.94,0
2024-03-17 08:00:00,8.58,71.0,0,1,103.62,24.31,76.52,204.46,0
2024-03-17 09:00:00,9.98,66.94,0,1,112.68,31.63,73.35,217.66,0
2024-03-17 10:00:00,11.1,62.63,0,1,107.51,34.07,50.09,191.66,0
2024-03-17 11:00:00,12.44,58.85,0,1,114.78,31.22,41.96,187.96,0
2024-03-17 12:00:00,13.14,55.06,0,1,106.9,31.95,36.02,174.88,0
2024-03-17 13:00:00,14.0,51.74,0,1,102.24,32.09,32.74,167.07,0
2024-03-17 14:00:00,14.52,50.0,0,1,103.69,31.85,27.21,162.75,0
2024-03-17 15:00:00,14.66,50.02,0,1,111.0,28.62,26.11,165.73,0
2024-03-17 16:00:00,14.47,50.51,0,1,102.39,29.15,31.16,162.7,0
2024-03-17 17:00:00,13.43,53.17,0,1,109.14,25.43,63.64,198.21,0
2024-03-17 18:00:00,12.52,55.44,0,1,105.49,25.0,64.12,194.61,0
2024-03-17 19:00:00,11.57,59.05,0,1,17.05,2.75,13.71,33.5,-1
2024-03-17 20:00:00,10.46,63.32,0,1,18.73,3.67,13.79,36.19,-1
2024-03-17 21:00:00,8.9,68.97,0,1,17.3,4.26,15.51,37.06,-1
2024-03-17 22:00:00,8.06,73.47,0,1,17.12,3.4,16.87,37.39,-1
2024-03-17 23:00:00,6.63,79.03,0,1,17.67,4.32,12.93,34.92,-1
2024-03-18 00:00:00,6.13,81.45,0,0,26.9,10.77,12.14,49.81,-1
2024-03-18 01:00:00,5.5,84.25,0,0,158.36,63.11,69.23,290.7,0
2024-03-18 02:00:00,4.84,86.22,0,0,153.75,59.29,68.49,281.54,0
2024-03-18 03:00:00,5.25,86.83,0,0,147.17,59.84,66.74,273.75,0
2024-03-18 04:00:00,5.06,85.83,0,0,147.63,58.3,73.14,279.07,0
2024-03-18 05:00:00,5.87,84.89,0,0,141.47,57.72,69.81,269.0,0
2024-03-18 06:00:00,6.99,81.73,0,0,150.07,59.88,74.69,284.65,0
2024-03-18 07:00:00,7.82,77.33,0,0,146.55,54.11,66.5,267.16,0
2024-03-18 08:00:00,9.46,72.67,0,0,164.83,58.18,64.32,287.33,0
2024-03-18 09:00:00,10.67,67.83,0,0,156.64,65.49,55.47,277.6,0
2024-03-18 10:00:00,12.05,64.88,0,0,164.37,69.13,34.36,267.86,0
2024-03-18 11:00:00,13.33,61.01,0,0,171.25,72.32,30.52,274.09,0
2024-03-18 12:00:00,14.31,57.14,0,0,164.69,73.6,27.34,265.64,0
2024-03-18 13:00:00,15.35,53.88,0,0,161.39,73.52,28.17,263.08,0
2024-03-18 14:00:00,16.07,52.39,0,0,164.4,70.62,22.52,257.53,0
2024-03-18 15:00:00,15.68,52.55,0,0,164.22,70.26,22.03,256.52,0
2024-03-18 16:00:00,15.9,50.83,0,0,173.22,62.11,23.48,258.8,0
2024-03-18 17:00:00,14.87,53.29,0,0,163.15,60.42,47.06,270.63,0
2024-03-18 18:00:00,14.39,55.88,0,0,159.68,49.33,51.58,260.59,0
2024-03-18 19:00:00,13.69,58.48,0,0,149.61,43.5,54.43,247.54,0
2024-03-18 20:00:00,12.13,63.58,0,0,150.31,46.63,53.02,249.95,0
2024-03-18 21:00:00,10.7,69.7,0,0,151.77,43.88,65.1,260.74,0
2024-03-18 22:00:00,9.06,74.75,0,0,152.54,51.06,73.88,277.48,0
2024-03-18 23:00:00,7.79,79.65,0,0,157.32,58.52,54.64,270.49,0
2024-03-19 00:00:00,6.87,84.24,0,0,147.14,54.15,59.06,260.36,0
2024-03-19 01:00:00,6.33,86.12,0,0,146.78,62.82,65.69,275.3,0
2024-03-19 02:00:00,6.23,86.25,0,0,142.13,58.71,66.29,267.13,0
2024-03-19 03:00:00,6.48,86.91,0,0,152.16,58.15,62.62,272.93,0
2024-03-19 04:00:00,6.45,86.12,0,0,145.98,57.52,64.49,268.0,0
2024-03-19 05:00:00,6.86,83.37,0,0,153.08,58.71,62.82,274.6,0
2024-03-19 06:00:00,7.12,80.74,0,0,147.56,58.32,68.94,274.83,0
2024-03-19 07:00:00,7.91,77.59,0,0,156.4,53.95,65.43,275.78,0
2024-03-19 08:00:00,9.43,72.9,0,0,158.76,58.93,60.69,278.38,0
2024-03-19 09:00:00,11.22,67.39,0,0,168.55,61.3,51.77,281.62,0
2024-03-19 10:00:00,12.12,62.82,0,0,168.08,72.32,36.07,276.46,0
2024-03-19 11:00:00,13.14,58.58,0,0,166.57,73.96,32.99,273.52,0
2024-03-19 12:00:00,14.17,53.62,0,0,160.02,73.12,28.37,261.5,0
2024-03-19 13:00:00,15.06,50.71,0,0,166.59,73.31,17.26,257.17,0
2024-03-19 14:00:00,15.31,48.3,0,0,164.98,73.4,25.21,263.58,0
2024-03-19 15:00:00,15.62,48.19,0,0,157.17,67.64,24.17,248.98,0
2024-03-19 16:00:00,15.31,48.0,0,0,170.68,64.66,25.59,260.94,0
2024-03-19 17:00:00,14.82,50.63,0,0,163.09,53.64,45.75,262.49,0
2024-03-19 18:00:00,14.2,53.24,0,0,170.38,49.17,48.53,268.08,0
2024-03-19 19:00:00,13.17,56.75,0,0,149.25,40.62,53.88,243.76,0
2024-03-19 20:00:00,11.84,61.5,0,0,153.44,46.68,64.24,264.36,0
2024-03-19 21:00:00,10.52,65.74,0,0,146.09,46.37,65.71,258.18,0
2024-03-19 22:00:00,9.21,70.75,0,0,150.37,50.03,76.16,276.57,0
2024-03-19 23:00:00,7.9,74.81,0,0,150.09,59.66,59.71,269.46,0
2024-03-20 00:00:00,6.99,78.26,0,0,148.22,57.99,59.83,266.05,0
2024-03-20 01:00:00,6.7,81.25,0,0,146.05,57.91,60.61,264.57,0
2024-03-20 02:00:00,6.37,82.36,0,0,137.29,129.48,62.2,557.78,1
2024-03-20 03:00:00,6.1,82.4,0,0,146.14,58.89,64.41,269.44,0
2024-03-20 04:00:00,6.48,82.06,0,0,152.31,53.36,61.47,267.14,0
2024-03-20 05:00:00,6.86,80.52,0,0,143.95,52.82,63.63,260.4,0
2024-03-20 06:00:00,8.0,77.75,0,0,144.78,47.06,66.33,258.17,0
2024-03-20 07:00:00,9.13,74.34,0,0,143.79,52.08,65.8,261.67,0
2024-03-20 08:00:00,10.27,70.2,0,0,165.3,55.68,55.29,276.26,0
2024-03-20 09:00:00,11.68,65.99,0,0,160.9,62.51,46.79,270.2,0
2024-03-20 10:00:00,12.46,61.78,0,0,169.33,68.8,30.92,269.05,0
2024-03-20 11:00:00,13.32,56.43,0,0,167.39,71.92,30.86,270.18,0
2024-03-20 12:00:00,13.99,51.97,0,0,165.26,75.49,27.03,267.79,0
2024-03-20 13:00:00,14.85,50.55,0,0,165.68,74.35,23.04,263.07,0
2024-03-20 14:00:00,15.9,48.54,0,0,161.42,72.61,27.86,261.9,0
2024-03-20 15:00:00,16.75,48.25,0,0,161.42,66.23,22.73,250.38,0
2024-03-20 16:00:00,16.74,48.6,0,0,167.3,65.14,19.04,251.48,0
2024-03-20 17:00:00,16.35,50.36,0,0,168.11,62.74,48.54,279.38,0
2024-03-20 18:00:00,14.96,53.35,0,0,167.26,49.66,51.01,267.93,0
2024-03-20 19:00:00,13.74,58.86,0,0,147.64,48.03,53.84,249.51,0
2024-03-20 20:00:00,12.28,63.46,0,0,147.95,43.87,57.03,248.85,0
2024-03-20 21:00:00,10.8,67.84,0,0,145.8,47.62,66.21,259.63,0
2024-03-20 22:00:00,9.46,71.44,0,0,152.58,50.87,69.3,272.75,0
2024-03-20 23:00:00,8.12,77.19,0,0,141.69,53.17,52.89,247.76,0
2024-03-21 00:00:00,6.68,81.01,0,0,140.72,59.35,61.63,261.7,0
2024-03-21 01:00:00,6.15,84.15,0,0,141.51,52.04,64.42,257.98,0
2024-03-21 02:00:00,5.35,86.61,0,0,140.96,57.96,67.58,266.51,0
2024-03-21 03:00:00,5.3,86.75,0,0,154.92,63.36,73.44,291.72,0
2024-03-21 04:00:00,6.14,86.09,0,0,152.64,56.3,64.8,273.75,0
2024-03-21 05:00:00,6.36,83.97,0,0,144.73,59.4,66.53,270.67,0
2024-03-21 06:00:00,6.4,80.87,0,0,149.08,58.52,82.13,289.73,0
2024-03-21 07:00:00,7.4,77.9,0,0,155.35,54.84,69.56,279.76,0
2024-03-21 08:00:00,8.99,73.16,0,0,166.45,61.66,64.27,292.39,0
2024-03-21 09:00:00,10.92,68.39,0,0,172.89,65.23,57.62,295.74,0
2024-03-21 10:00:00,11.85,64.14,0,0,329.55,65.52,39.43,540.44,1
2024-03-21 11:00:00,13.23,60.01,0,0,161.85,74.76,32.03,268.64,0
2024-03-21 12:00:00,14.14,55.25,0,0,160.15,73.75,35.79,269.68,0
2024-03-21 13:00:00,14.92,51.99,0,0,164.55,71.48,28.85,264.87,0
2024-03-21 14:00:00,16.25,49.49,0,0,168.19,74.53,18.63,261.35,0
2024-03-21 15:00:00,15.95,48.65,0,0,164.85,70.88,28.98,264.71,0
2024-03-21 16:00:00,15.87,49.55,0,0,163.03,66.98,29.7,259.71,0
2024-03-21 17:00:00,15.52,52.05,0,0,169.47,56.66,50.42,276.55,0
2024-03-21 18:00:00,15.05,55.55,0,0,166.57,51.04,49.09,266.69,0
2024-03-21 19:00:00,14.03,58.96,0,0,149.05,41.85,55.83,246.73,0
2024-03-21 20:00:00,12.9,63.37,0,0,146.45,44.91,58.88,250.24,0
2024-03-21 21:00:00,11.47,68.32,0,0,148.49,47.97,64.4,260.86,0
2024-03-21 22:00:00,10.25,73.23,0,0,151.39,46.03,68.57,265.99,0
2024-03-21 23:00:00,8.92,76.97,0,0,146.4,52.93,48.99,248.31,0
2024-03-22 00:00:00,8.26,81.57,0,0,144.58,53.56,51.05,249.19,0
2024-03-22 01:00:00,7.33,84.95,0,0,147.59,54.47,61.62,263.68,0
2024-03-22 02:00:00,6.94,87.11,0,0,149.3,56.23,63.34,268.88,0
2024-03-22 03:00:00,6.74,88.28,0,0,154.94,62.69,61.84,279.46,0
2024-03-22 04:00:00,7.24,87.55,0,0,144.88,50.56,57.17,252.6,0
2024-03-22 05:00:00,7.69,84.85,0,0,150.41,54.11,54.32,258.83,0
2024-03-22 06:00:00,7.92,82.04,0,0,148.39,56.01,67.57,271.97,0
2024-03-22 07:00:00,9.33,76.85,0,0,148.59,48.06,64.39,261.04,0
2024-03-22 08:00:00,10.24,72.88,0,0,170.59,59.3,64.91,294.8,0
2024-03-22 09:00:00,11.33,68.15,0,0,164.77,65.38,53.27,283.43,0
2024-03-22 10:00:00,12.44,63.5,0,0,160.81,65.68,37.26,263.74,0
2024-03-22 11:00:00,14.07,59.6,0,0,167.99,70.47,32.43,270.89,0
2024-03-22 12:00:00,14.45,55.85,0,0,167.7,79.11,27.21,274.02,0
2024-03-22 13:00:00,16.22,52.16,0,0,160.46,70.79,26.02,257.27,0
2024-03-22 14:00:00,17.02,50.12,0,0,159.7,72.47,27.37,259.54,0
2024-03-22 15:00:00,17.22,48.24,0,0,166.09,69.67,28.21,263.97,0
2024-03-22 16:00:00,17.0,48.75,0,0,164.32,64.54,25.08,253.94,0
2024-03-22 17:00:00,16.55,48.97,0,0,162.58,56.28,45.41,264.26,0
2024-03-22 18:00:00,15.88,51.55,0,0,168.66,49.1,47.45,265.22,0
2024-03-22 19:00:00,15.0,55.92,0,0,147.14,39.78,41.77,228.69,0
2024-03-22 20:00:00,13.92,60.6,0,0,151.18,43.79,52.56,247.53,0
2024-03-22 21:00:00,12.6,64.99,0,0,154.18,46.75,60.19,261.13,0
2024-03-22 22:00:00,11.2,69.85,0,0,148.15,48.54,68.98,265.68,0
2024-03-22 23:00:00,9.9,73.67,0,0,142.21,50.63,50.57,243.41,0
2024-03-23 00:00:00,8.96,77.49,0,1,95.56,16.87,52.15,164.59,0
2024-03-23 01:00:00,8.47,82.18,0,1,97.93,21.44,66.5,185.86,0
2024-03-23 02:00:00,8.1,85.06,0,1,101.17,24.22,68.63,194.02,0
2024-03-23 03:00:00,6.97,86.17,0,1,95.09,18.33,67.3,180.73,0
2024-03-23 04:00:00,7.33,85.44,0,1,104.04,18.78,67.03,189.86,0
2024-03-23 05:00:00,7.86,82.88,0,1,91.99,25.36,69.78,187.13,0
2024-03-23 06:00:00,8.62,79.48,0,1,97.83,17.3,75.47,190.59,0
2024-03-23 07:00:00,9.51,76.07,0,1,96.22,20.06,68.95,185.23,0
2024-03-23 08:00:00,11.04,71.17,0,1,112.26,21.34,60.56,194.16,0
2024-03-23 09:00:00,12.6,66.95,0,1,101.01,28.41,62.68,192.1,0
2024-03-23 10:00:00,13.61,63.42,0,1,108.59,27.68,38.18,174.44,0
2024-03-23 11:00:00,14.91,59.12,0,1,105.92,30.07,28.29,164.28,0
2024-03-23 12:00:00,15.61,55.53,0,1,112.98,29.56,32.92,175.47,0
2024-03-23 13:00:00,15.96,51.74,0,1,103.59,34.87,28.38,166.84,0
2024-03-23 14:00:00,16.27,50.51,0,1,108.54,27.57,32.28,168.39,0
2024-03-23 15:00:00,16.7,48.95,0,1,103.55,28.89,30.39,162.82,0
2024-03-23 16:00:00,16.82,49.12,0,1,107.64,28.94,27.64,164.22,0
2024-03-23 17:00:00,16.46,51.48,0,1,105.42,26.62,55.36,187.39,0
2024-03-23 18:00:00,15.86,54.85,0,1,105.35,18.89,55.48,179.72,0
2024-03-23 19:00:00,14.95,58.13,0,1,89.25,10.94,56.51,156.7,0
2024-03-23 20:00:00,13.51,62.3,0,1,98.82,16.18,66.41,181.41,0
2024-03-23 21:00:00,12.32,66.42,0,1,92.86,22.43,74.29,189.57,0
2024-03-23 22:00:00,11.24,70.2,0,1,92.72,17.04,74.48,184.24,0
2024-03-23 23:00:00,10.23,74.1,0,1,90.97,20.48,47.57,159.02,0
2024-03-24 00:00:00,9.7,76.59,0,1,92.96,19.4,58.59,170.95,0
2024-03-24 01:00:00,9.06,79.97,0,1,99.16,20.5,58.48,178.14,0
2024-03-24 02:00:00,8.61,82.12,0,1,98.97,24.31,56.58,179.86,0
2024-03-24 03:00:00,8.69,83.03,0,1,99.81,21.61,63.24,184.67,0
2024-03-24 04:00:00,8.78,81.92,0,1,93.07,26.0,62.07,181.14,0
2024-03-24 05:00:00,8.93,79.67,0,1,98.02,23.22,57.56,178.8,0
2024-03-24 06:00:00,9.61,77.07,0,1,94.71,20.57,66.65,181.93,0
2024-03-24 07:00:00,10.36,73.7,0,1,100.97,19.41,70.5,190.88,0
2024-03-24 08:00:00,11.31,69.54,0,1,108.58,23.32,62.93,194.83,0
2024-03-24 09:00:00,12.53,64.87,0,1,104.27,21.82,52.78,178.87,0
2024-03-24 10:00:00,13.55,61.6,0,1,111.03,24.33,38.12,173.49,0
2024-03-24 11:00:00,14.64,57.63,0,1,108.91,30.2,29.26,168.37,0
2024-03-24 12:00:00,15.08,55.53,0,1,101.36,31.71,30.28,163.35,0
2024-03-24 13:00:00,15.95,53.34,0,1,100.22,26.6,29.59,156.41,0
2024-03-24 14:00:00,16.45,52.48,0,1,101.51,31.56,20.98,154.06,0
2024-03-24 15:00:00,16.38,51.1,0,1,113.46,27.59,28.98,170.03,0
2024-03-24 16:00:00,16.42,51.81,0,1,102.84,23.74,28.15,154.73,0
2024-03-24 17:00:00,16.22,52.98,0,1,114.36,22.14,51.65,188.15,0
2024-03-24 18:00:00,14.92,54.94,0,1,102.63,21.83,50.49,174.95,0
2024-03-24 19:00:00,13.67,59.72,0,1,92.49,18.52,60.09,171.1,0
2024-03-24 20:00:00,12.25,63.88,0,1,100.68,18.88,67.0,186.55,0
2024-03-24 21:00:00,10.7,67.93,0,1,100.86,20.32,77.99,199.17,0
2024-03-24 22:00:00,9.7,72.12,0,1,99.38,17.33,80.76,197.47,0
2024-03-24 23:00:00,8.47,75.96,0,1,99.86,22.52,62.61,184.99,0
2024-03-25 00:00:00,7.58,79.19,0,0,146.29,53.51,59.16,258.96,0
2024-03-25 01:00:00,6.21,82.33,0,0,152.8,62.42,62.96,278.19,0
2024-03-25 02:00:00,5.96,85.16,0,0,150.44,56.94,62.48,269.86,0
2024-03-25 03:00:00,5.46,85.53,0,0,148.03,64.43,74.33,286.79,0
2024-03-25 04:00:00,5.7,85.94,0,0,149.86,57.99,66.37,274.21,0
2024-03-25 05:00:00,6.35,84.53,0,0,153.71,56.87,63.09,273.68,0
2024-03-25 06:00:00,7.61,81.54,0,0,151.04,53.86,74.24,279.15,0
2024-03-25 07:00:00,8.28,78.39,0,0,140.88,50.13,72.67,263.68,0
2024-03-25 08:00:00,8.6,74.43,0,0,167.98,64.94,69.87,302.8,0
2024-03-25 09:00:00,10.04,70.38,0,0,167.68,67.43,57.96,293.07,0
2024-03-25 10:00:00,11.96,65.51,0,0,162.92,72.14,39.58,274.64,0
